"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.05612910513771e-08,204,210,1.16044988737899,"Path:hsa04015 Rap1 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04015 ","ENSG00000068831 ENSG00000079337 ENSG00000134215 ENSG00000169220 ENSG00000164742 ENSG00000078295 ENSG00000138031 ENSG00000091428 ENSG00000173175 ENSG00000174233 ENSG00000121281 ENSG00000155897 ENSG00000162104 ENSG00000118432 ENSG00000128271 ENSG00000170425 ENSG00000167193 ENSG00000099942 ENSG00000112062 ENSG00000184371 ENSG00000182578 ENSG00000168036 ENSG00000198561 ENSG00000169885 ENSG00000149295 ENSG00000198121 ENSG00000169242 ENSG00000099617 ENSG00000143590 ENSG00000243364 ENSG00000184349 ENSG00000138798 ENSG00000146648 ENSG00000142627 ENSG00000142208 ENSG00000105221 ENSG00000181104 ENSG00000113578 ENSG00000138685 ENSG00000186895 ENSG00000075388 ENSG00000138675 ENSG00000111241 ENSG00000140285 ENSG00000107831 ENSG00000102678 ENSG00000070193 ENSG00000077782 ENSG00000068078 ENSG00000066468 ENSG00000160867 ENSG00000165197 ENSG00000158186 ENSG00000105738 ENSG00000102755 ENSG00000182621 ENSG00000037280 ENSG00000171517 ENSG00000171051 ENSG00000115825 ENSG00000082074 ENSG00000152689 ENSG00000105287 ENSG00000197555 ENSG00000081026 ENSG00000078579 ENSG00000105550 ENSG00000070388 ENSG00000213658 ENSG00000127955 ENSG00000114353 ENSG00000065135 ENSG00000087258 ENSG00000156052 ENSG00000087460 ENSG00000154188 ENSG00000147145 ENSG00000091879 ENSG00000107263 ENSG00000176884 ENSG00000183454 ENSG00000273079 ENSG00000019991 ENSG00000125968 ENSG00000196570 ENSG00000017427 ENSG00000140443 ENSG00000254647 ENSG00000171105 ENSG00000005961 ENSG00000005844 ENSG00000169896 ENSG00000150093 ENSG00000160255 ENSG00000259207 ENSG00000176732 ENSG00000128052 ENSG00000157404 ENSG00000133703 ENSG00000067560 ENSG00000043462 ENSG00000105976 ENSG00000049130 ENSG00000130396 ENSG00000134259 ENSG00000064300 ENSG00000213281 ENSG00000169860 ENSG00000102981 ENSG00000138193 ENSG00000101280 ENSG00000196405 ENSG00000197461 ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000158987 ENSG00000178372 ENSG00000108518 ENSG00000070087 ENSG00000119630 ENSG00000121879 ENSG00000051382 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000137841 ENSG00000149782 ENSG00000101333 ENSG00000124181 ENSG00000077420 ENSG00000154380 ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000163558 ENSG00000184304 ENSG00000067606 ENSG00000100030 ENSG00000102882 ENSG00000185386 ENSG00000156711 ENSG00000145431 ENSG00000169032 ENSG00000126934 ENSG00000034152 ENSG00000108984 ENSG00000148498 ENSG00000184574 ENSG00000116991 ENSG00000136238 ENSG00000128340 ENSG00000169750 ENSG00000132155 ENSG00000006451 ENSG00000144118 ENSG00000160271 ENSG00000116473 ENSG00000127314 ENSG00000076864 ENSG00000075624 ENSG00000126458 ENSG00000188130 ENSG00000120318 ENSG00000213445 ENSG00000197122 ENSG00000157764 ENSG00000120156 ENSG00000137801 ENSG00000156299 ENSG00000137076 ENSG00000184009 ENSG00000125753 ENSG00000141968 ENSG00000160293 ENSG00000112715 ENSG00000173511 ENSG00000150630 ENSG00000198668 ENSG00000170962 ENSG00000143933 ENSG00000118972 ENSG00000160014 ENSG00000178363 ENSG00000266094 ENSG00000171914 ENSG00000178184 ENSG00000124171 ENSG00000117461 ENSG00000141293 ENSG00000156427 ENSG00000158815 ENSG00000196468 ENSG00000001631 ENSG00000127533 ENSG00000064547 ENSG00000129007 ENSG00000109756 ENSG00000128512 ENSG00000136237 ENSG00000006607 ENSG00000187391 ENSG00000162344 ENSG00000070831"
3.05612910513771e-08,214,221,1.1567433665782,"Path:hsa04024 cAMP signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04024 ","ENSG00000138622 ENSG00000125257 ENSG00000101335 ENSG00000079337 ENSG00000134215 ENSG00000107175 ENSG00000164742 ENSG00000078295 ENSG00000001626 ENSG00000135346 ENSG00000112541 ENSG00000138031 ENSG00000091428 ENSG00000173175 ENSG00000174233 ENSG00000168539 ENSG00000181072 ENSG00000121281 ENSG00000155897 ENSG00000162104 ENSG00000141433 ENSG00000198785 ENSG00000116032 ENSG00000078549 ENSG00000179600 ENSG00000070729 ENSG00000198515 ENSG00000183862 ENSG00000144191 ENSG00000132259 ENSG00000163485 ENSG00000128271 ENSG00000118260 ENSG00000005339 ENSG00000147571 ENSG00000106113 ENSG00000147262 ENSG00000143578 ENSG00000043591 ENSG00000169252 ENSG00000169885 ENSG00000149735 ENSG00000184845 ENSG00000149295 ENSG00000169676 ENSG00000078401 ENSG00000127129 ENSG00000124205 ENSG00000151617 ENSG00000100393 ENSG00000142208 ENSG00000105221 ENSG00000181104 ENSG00000133818 ENSG00000101892 ENSG00000170345 ENSG00000131808 ENSG00000170820 ENSG00000115263 ENSG00000104899 ENSG00000121853 ENSG00000159224 ENSG00000010310 ENSG00000196917 ENSG00000111087 ENSG00000106571 ENSG00000112164 ENSG00000127955 ENSG00000114353 ENSG00000065135 ENSG00000087460 ENSG00000126262 ENSG00000155511 ENSG00000120251 ENSG00000125675 ENSG00000152578 ENSG00000176884 ENSG00000183454 ENSG00000273079 ENSG00000161509 ENSG00000105464 ENSG00000178394 ENSG00000135312 ENSG00000179546 ENSG00000168830 ENSG00000179097 ENSG00000164270 ENSG00000158748 ENSG00000182782 ENSG00000177606 ENSG00000067560 ENSG00000104826 ENSG00000138039 ENSG00000079435 ENSG00000185231 ENSG00000130396 ENSG00000058272 ENSG00000163399 ENSG00000018625 ENSG00000131196 ENSG00000105409 ENSG00000109320 ENSG00000100906 ENSG00000132681 ENSG00000143153 ENSG00000129244 ENSG00000069849 ENSG00000122585 ENSG00000137731 ENSG00000196296 ENSG00000175206 ENSG00000174437 ENSG00000169418 ENSG00000164128 ENSG00000074370 ENSG00000070961 ENSG00000157087 ENSG00000067842 ENSG00000058668 ENSG00000101405 ENSG00000180914 ENSG00000149269 ENSG00000161533 ENSG00000138193 ENSG00000172572 ENSG00000152270 ENSG00000065989 ENSG00000184588 ENSG00000105650 ENSG00000113448 ENSG00000157017 ENSG00000178372 ENSG00000121879 ENSG00000051382 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000075651 ENSG00000129219 ENSG00000266964 ENSG00000198523 ENSG00000115138 ENSG00000186951 ENSG00000170289 ENSG00000172531 ENSG00000213639 ENSG00000186298 ENSG00000142875 ENSG00000165059 ENSG00000143199 ENSG00000100030 ENSG00000102882 ENSG00000107643 ENSG00000050748 ENSG00000109339 ENSG00000169032 ENSG00000126934 ENSG00000198829 ENSG00000002330 ENSG00000185920 ENSG00000125384 ENSG00000050628 ENSG00000136238 ENSG00000128340 ENSG00000169750 ENSG00000132155 ENSG00000116473 ENSG00000127314 ENSG00000173039 ENSG00000067900 ENSG00000099822 ENSG00000126458 ENSG00000198626 ENSG00000176697 ENSG00000164161 ENSG00000120318 ENSG00000182158 ENSG00000090020 ENSG00000125398 ENSG00000157764 ENSG00000157005 ENSG00000139874 ENSG00000180616 ENSG00000162009 ENSG00000156299 ENSG00000129991 ENSG00000134200 ENSG00000165409 ENSG00000141968 ENSG00000160293 ENSG00000146469 ENSG00000106018 ENSG00000157388 ENSG00000102001 ENSG00000081248 ENSG00000198668 ENSG00000143933 ENSG00000160014 ENSG00000178363 ENSG00000152495 ENSG00000070808 ENSG00000058404 ENSG00000145349 ENSG00000148660 ENSG00000087008 ENSG00000131771 ENSG00000060566 ENSG00000276045 ENSG00000117461 ENSG00000255398 ENSG00000157613 ENSG00000129007 ENSG00000134318 ENSG00000136928"
4.36507789381924e-08,231,240,1.14978398767881,"Path:hsa04020 Calcium signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04020 ","ENSG00000186439 ENSG00000164742 ENSG00000078295 ENSG00000173198 ENSG00000138031 ENSG00000168539 ENSG00000181072 ENSG00000121281 ENSG00000161714 ENSG00000133019 ENSG00000184984 ENSG00000155897 ENSG00000162104 ENSG00000128271 ENSG00000170425 ENSG00000171873 ENSG00000170214 ENSG00000120907 ENSG00000043591 ENSG00000169252 ENSG00000188778 ENSG00000169885 ENSG00000184845 ENSG00000169676 ENSG00000144891 ENSG00000151617 ENSG00000136160 ENSG00000138798 ENSG00000146648 ENSG00000141736 ENSG00000065361 ENSG00000178568 ENSG00000181104 ENSG00000120899 ENSG00000162341 ENSG00000113578 ENSG00000138685 ENSG00000186895 ENSG00000075388 ENSG00000138675 ENSG00000111241 ENSG00000140285 ENSG00000107831 ENSG00000102678 ENSG00000070193 ENSG00000077782 ENSG00000068078 ENSG00000066468 ENSG00000160867 ENSG00000165197 ENSG00000187848 ENSG00000102755 ENSG00000182621 ENSG00000037280 ENSG00000153898 ENSG00000078579 ENSG00000105550 ENSG00000168621 ENSG00000070388 ENSG00000088256 ENSG00000060558 ENSG00000141404 ENSG00000156052 ENSG00000087460 ENSG00000176884 ENSG00000183454 ENSG00000161509 ENSG00000105464 ENSG00000151729 ENSG00000152822 ENSG00000168959 ENSG00000005022 ENSG00000126010 ENSG00000019991 ENSG00000196639 ENSG00000130528 ENSG00000113749 ENSG00000102468 ENSG00000135914 ENSG00000147246 ENSG00000164270 ENSG00000157219 ENSG00000158748 ENSG00000148680 ENSG00000145949 ENSG00000137825 ENSG00000143772 ENSG00000150995 ENSG00000123104 ENSG00000096433 ENSG00000128052 ENSG00000138039 ENSG00000105976 ENSG00000198363 ENSG00000173531 ENSG00000164078 ENSG00000065534 ENSG00000134259 ENSG00000089250 ENSG00000007171 ENSG00000164867 ENSG00000196296 ENSG00000174437 ENSG00000074370 ENSG00000070961 ENSG00000157087 ENSG00000198400 ENSG00000148053 ENSG00000140538 ENSG00000067842 ENSG00000101188 ENSG00000058668 ENSG00000180914 ENSG00000108405 ENSG00000109991 ENSG00000135124 ENSG00000083454 ENSG00000089041 ENSG00000138193 ENSG00000115252 ENSG00000154678 ENSG00000123360 ENSG00000197461 ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000178372 ENSG00000067177 ENSG00000044446 ENSG00000102893 ENSG00000164776 ENSG00000156873 ENSG00000137841 ENSG00000149782 ENSG00000101333 ENSG00000187091 ENSG00000124181 ENSG00000197943 ENSG00000186815 ENSG00000198523 ENSG00000166148 ENSG00000055732 ENSG00000198049 ENSG00000138814 ENSG00000107758 ENSG00000120910 ENSG00000221823 ENSG00000188386 ENSG00000142875 ENSG00000165059 ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000145431 ENSG00000063176 ENSG00000152207 ENSG00000183049 ENSG00000008118 ENSG00000090674 ENSG00000169403 ENSG00000160951 ENSG00000050628 ENSG00000122420 ENSG00000109689 ENSG00000165731 ENSG00000100739 ENSG00000168398 ENSG00000196218 ENSG00000198626 ENSG00000198838 ENSG00000118160 ENSG00000183023 ENSG00000100678 ENSG00000167323 ENSG00000075073 ENSG00000115353 ENSG00000169836 ENSG00000006638 ENSG00000101470 ENSG00000114854 ENSG00000174417 ENSG00000213585 ENSG00000165637 ENSG00000078668 ENSG00000112715 ENSG00000173511 ENSG00000150630 ENSG00000141837 ENSG00000148408 ENSG00000157388 ENSG00000198216 ENSG00000102001 ENSG00000081248 ENSG00000121966 ENSG00000198668 ENSG00000160991 ENSG00000086544 ENSG00000170962 ENSG00000143933 ENSG00000118972 ENSG00000160014 ENSG00000178363 ENSG00000152495 ENSG00000070808 ENSG00000058404 ENSG00000145349 ENSG00000148660 ENSG00000151475 ENSG00000143318 ENSG00000118729 ENSG00000115556 ENSG00000276045 ENSG00000134072 ENSG00000101306 ENSG00000156427 ENSG00000158815 ENSG00000196468 ENSG00000163394 ENSG00000110148 ENSG00000176170 ENSG00000100346 ENSG00000196557 ENSG00000006283 ENSG00000139151 ENSG00000156026 ENSG00000099957 ENSG00000140795 ENSG00000129007 ENSG00000175938 ENSG00000004468 ENSG00000156049"
6.94392975668125e-08,226,235,1.14883086472688,"Path:hsa04014 Ras signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04014 ","ENSG00000243708 ENSG00000170667 ENSG00000172575 ENSG00000105808 ENSG00000068831 ENSG00000130669 ENSG00000069966 ENSG00000137843 ENSG00000017797 ENSG00000176485 ENSG00000068028 ENSG00000213341 ENSG00000171777 ENSG00000188089 ENSG00000184371 ENSG00000182578 ENSG00000169885 ENSG00000169242 ENSG00000099617 ENSG00000143590 ENSG00000243364 ENSG00000184349 ENSG00000138798 ENSG00000146648 ENSG00000142627 ENSG00000126767 ENSG00000142208 ENSG00000105221 ENSG00000134954 ENSG00000157557 ENSG00000113578 ENSG00000138685 ENSG00000186895 ENSG00000075388 ENSG00000138675 ENSG00000111241 ENSG00000140285 ENSG00000107831 ENSG00000102678 ENSG00000070193 ENSG00000077782 ENSG00000068078 ENSG00000066468 ENSG00000160867 ENSG00000165197 ENSG00000133818 ENSG00000158186 ENSG00000143344 ENSG00000102755 ENSG00000122025 ENSG00000090554 ENSG00000037280 ENSG00000097007 ENSG00000174373 ENSG00000109458 ENSG00000168907 ENSG00000129946 ENSG00000152689 ENSG00000117215 ENSG00000078579 ENSG00000105550 ENSG00000143322 ENSG00000070388 ENSG00000213658 ENSG00000078369 ENSG00000172354 ENSG00000111664 ENSG00000162188 ENSG00000174021 ENSG00000176533 ENSG00000242616 ENSG00000127920 ENSG00000127928 ENSG00000167083 ENSG00000171435 ENSG00000159337 ENSG00000154188 ENSG00000091879 ENSG00000177885 ENSG00000176884 ENSG00000183454 ENSG00000273079 ENSG00000183735 ENSG00000188784 ENSG00000019991 ENSG00000148680 ENSG00000017427 ENSG00000140443 ENSG00000167244 ENSG00000104365 ENSG00000117560 ENSG00000254647 ENSG00000171105 ENSG00000128052 ENSG00000157404 ENSG00000165527 ENSG00000133703 ENSG00000067560 ENSG00000187980 ENSG00000185634 ENSG00000105976 ENSG00000049130 ENSG00000130396 ENSG00000184481 ENSG00000196712 ENSG00000109320 ENSG00000134259 ENSG00000064300 ENSG00000213281 ENSG00000185652 ENSG00000225950 ENSG00000198400 ENSG00000148053 ENSG00000100078 ENSG00000149269 ENSG00000180370 ENSG00000077264 ENSG00000138193 ENSG00000144837 ENSG00000101280 ENSG00000197461 ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000127588 ENSG00000178372 ENSG00000119630 ENSG00000121879 ENSG00000051382 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000170890 ENSG00000188257 ENSG00000116711 ENSG00000127472 ENSG00000124181 ENSG00000148082 ENSG00000197943 ENSG00000075651 ENSG00000129219 ENSG00000186469 ENSG00000133328 ENSG00000142875 ENSG00000165059 ENSG00000112685 ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000100030 ENSG00000102882 ENSG00000172380 ENSG00000107643 ENSG00000050748 ENSG00000109339 ENSG00000145431 ENSG00000169032 ENSG00000126934 ENSG00000101349 ENSG00000170471 ENSG00000188559 ENSG00000002330 ENSG00000179295 ENSG00000144566 ENSG00000111540 ENSG00000108774 ENSG00000136238 ENSG00000128340 ENSG00000169750 ENSG00000132155 ENSG00000006451 ENSG00000144118 ENSG00000160271 ENSG00000116473 ENSG00000127314 ENSG00000145715 ENSG00000155903 ENSG00000058335 ENSG00000113319 ENSG00000114450 ENSG00000162924 ENSG00000173039 ENSG00000171552 ENSG00000126458 ENSG00000176697 ENSG00000158786 ENSG00000160691 ENSG00000105122 ENSG00000115904 ENSG00000100485 ENSG00000101109 ENSG00000120156 ENSG00000163235 ENSG00000156299 ENSG00000112715 ENSG00000173511 ENSG00000150630 ENSG00000115085 ENSG00000198668 ENSG00000170962 ENSG00000108061 ENSG00000143933 ENSG00000118972 ENSG00000160014 ENSG00000178363 ENSG00000123739 ENSG00000089234 ENSG00000266094 ENSG00000184381 ENSG00000111344 ENSG00000138308 ENSG00000117461 ENSG00000269335 ENSG00000105499 ENSG00000168970 ENSG00000156427 ENSG00000158815 ENSG00000196468 ENSG00000141068 ENSG00000129007 ENSG00000167414 ENSG00000075391 ENSG00000174791 ENSG00000136237 ENSG00000033327 ENSG00000162344"
3.25073518920523e-17,509,530,1.14724832095764,"Path:hsa05200 Pathways in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05200 ","ENSG00000153094 ENSG00000165879 ENSG00000172575 ENSG00000139679 ENSG00000123374 ENSG00000135446 ENSG00000105810 ENSG00000068831 ENSG00000124762 ENSG00000111276 ENSG00000147889 ENSG00000115266 ENSG00000147883 ENSG00000050555 ENSG00000114354 ENSG00000245848 ENSG00000184470 ENSG00000120063 ENSG00000069966 ENSG00000090932 ENSG00000164742 ENSG00000078295 ENSG00000138031 ENSG00000130222 ENSG00000017797 ENSG00000102096 ENSG00000173175 ENSG00000068028 ENSG00000174233 ENSG00000111432 ENSG00000269858 ENSG00000129521 ENSG00000121281 ENSG00000155897 ENSG00000197763 ENSG00000213341 ENSG00000162104 ENSG00000171777 ENSG00000173207 ENSG00000123975 ENSG00000065621 ENSG00000187498 ENSG00000134871 ENSG00000169031 ENSG00000081052 ENSG00000188153 ENSG00000197565 ENSG00000005339 ENSG00000167193 ENSG00000099942 ENSG00000182578 ENSG00000100368 ENSG00000119535 ENSG00000159692 ENSG00000175029 ENSG00000162594 ENSG00000044115 ENSG00000066032 ENSG00000168036 ENSG00000196730 ENSG00000167657 ENSG00000187323 ENSG00000169885 ENSG00000134574 ENSG00000116717 ENSG00000181019 ENSG00000101384 ENSG00000135744 ENSG00000144891 ENSG00000107404 ENSG00000004975 ENSG00000161202 ENSG00000101412 ENSG00000112242 ENSG00000198121 ENSG00000078401 ENSG00000151617 ENSG00000136160 ENSG00000138798 ENSG00000146648 ENSG00000126767 ENSG00000100393 ENSG00000116016 ENSG00000130427 ENSG00000187266 ENSG00000141736 ENSG00000142208 ENSG00000105221 ENSG00000091831 ENSG00000140009 ENSG00000134954 ENSG00000085276 ENSG00000180210 ENSG00000181104 ENSG00000182793 ENSG00000113578 ENSG00000138685 ENSG00000186895 ENSG00000075388 ENSG00000138675 ENSG00000111241 ENSG00000140285 ENSG00000107831 ENSG00000102678 ENSG00000070193 ENSG00000077782 ENSG00000068078 ENSG00000066468 ENSG00000160867 ENSG00000091483 ENSG00000165197 ENSG00000091128 ENSG00000150907 ENSG00000122025 ENSG00000090554 ENSG00000182621 ENSG00000037280 ENSG00000115414 ENSG00000196914 ENSG00000181274 ENSG00000164683 ENSG00000135547 ENSG00000170345 ENSG00000171517 ENSG00000035664 ENSG00000171094 ENSG00000198793 ENSG00000097007 ENSG00000180340 ENSG00000152689 ENSG00000157500 ENSG00000078579 ENSG00000105550 ENSG00000163909 ENSG00000070388 ENSG00000105327 ENSG00000111087 ENSG00000074047 ENSG00000106571 ENSG00000143924 ENSG00000088256 ENSG00000146535 ENSG00000127955 ENSG00000114353 ENSG00000065135 ENSG00000156052 ENSG00000087460 ENSG00000078369 ENSG00000172354 ENSG00000111664 ENSG00000162188 ENSG00000174021 ENSG00000176533 ENSG00000242616 ENSG00000127920 ENSG00000127928 ENSG00000167083 ENSG00000101680 ENSG00000147145 ENSG00000177885 ENSG00000183230 ENSG00000082701 ENSG00000243955 ENSG00000244067 ENSG00000174156 ENSG00000170899 ENSG00000134184 ENSG00000213366 ENSG00000134202 ENSG00000168765 ENSG00000134201 ENSG00000084207 ENSG00000116062 ENSG00000116478 ENSG00000196591 ENSG00000019991 ENSG00000100644 ENSG00000100292 ENSG00000120868 ENSG00000134982 ENSG00000114315 ENSG00000110330 ENSG00000023445 ENSG00000101966 ENSG00000089685 ENSG00000080824 ENSG00000096384 ENSG00000197919 ENSG00000188379 ENSG00000236637 ENSG00000147873 ENSG00000120235 ENSG00000214042 ENSG00000120242 ENSG00000186803 ENSG00000233816 ENSG00000228083 ENSG00000147885 ENSG00000234829 ENSG00000137080 ENSG00000142166 ENSG00000159110 ENSG00000111537 ENSG00000027697 ENSG00000017427 ENSG00000140443 ENSG00000167244 ENSG00000142515 ENSG00000026103 ENSG00000104365 ENSG00000109471 ENSG00000134460 ENSG00000117560 ENSG00000100385 ENSG00000147168 ENSG00000164399 ENSG00000113520 ENSG00000077238 ENSG00000113525 ENSG00000091181 ENSG00000136244 ENSG00000160712 ENSG00000134352 ENSG00000104432 ENSG00000168685 ENSG00000169429 ENSG00000168811 ENSG00000113302 ENSG00000096996 ENSG00000081985 ENSG00000169194 ENSG00000131724 ENSG00000164136 ENSG00000134470 ENSG00000091409 ENSG00000169083 ENSG00000164171 ENSG00000005961 ENSG00000005884 ENSG00000138448 ENSG00000150093 ENSG00000078061 ENSG00000184916 ENSG00000162434 ENSG00000096968 ENSG00000105639 ENSG00000177606 ENSG00000173801 ENSG00000166813 ENSG00000157404 ENSG00000113889 ENSG00000133703 ENSG00000067560 ENSG00000196569 ENSG00000053747 ENSG00000112769 ENSG00000130702 ENSG00000091136 ENSG00000172037 ENSG00000196878 ENSG00000135862 ENSG00000058085 ENSG00000162337 ENSG00000143437 ENSG00000175387 ENSG00000166949 ENSG00000141646 ENSG00000125952 ENSG00000135679 ENSG00000105976 ENSG00000049130 ENSG00000008394 ENSG00000085871 ENSG00000143198 ENSG00000187098 ENSG00000076242 ENSG00000196611 ENSG00000087245 ENSG00000100985 ENSG00000095002 ENSG00000113318 ENSG00000136997 ENSG00000099860 ENSG00000116044 ENSG00000109320 ENSG00000077150 ENSG00000100906 ENSG00000167034 ENSG00000007171 ENSG00000148400 ENSG00000134250 ENSG00000074181 ENSG00000213281 ENSG00000198400 ENSG00000138795 ENSG00000002745 ENSG00000122008 ENSG00000197461 ENSG00000100311 ENSG00000134853 ENSG00000110944 ENSG00000113721 ENSG00000107882 ENSG00000127588 ENSG00000178372 ENSG00000119630 ENSG00000121879 ENSG00000051382 ENSG00000137193 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000137841 ENSG00000149782 ENSG00000101333 ENSG00000124181 ENSG00000197943 ENSG00000075651 ENSG00000129219 ENSG00000141682 ENSG00000140464 ENSG00000172115 ENSG00000186469 ENSG00000162552 ENSG00000128917 ENSG00000135766 ENSG00000112033 ENSG00000132170 ENSG00000142875 ENSG00000165059 ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000100030 ENSG00000102882 ENSG00000172380 ENSG00000107643 ENSG00000050748 ENSG00000109339 ENSG00000169032 ENSG00000126934 ENSG00000184574 ENSG00000002330 ENSG00000185920 ENSG00000160951 ENSG00000125384 ENSG00000050628 ENSG00000171522 ENSG00000073756 ENSG00000171680 ENSG00000169398 ENSG00000030110 ENSG00000087088 ENSG00000136238 ENSG00000128340 ENSG00000169750 ENSG00000051180 ENSG00000132155 ENSG00000006451 ENSG00000144118 ENSG00000160271 ENSG00000131759 ENSG00000077092 ENSG00000139687 ENSG00000114450 ENSG00000110092 ENSG00000171791 ENSG00000173039 ENSG00000165731 ENSG00000171552 ENSG00000067900 ENSG00000186716 ENSG00000108443 ENSG00000175634 ENSG00000100739 ENSG00000168398 ENSG00000186350 ENSG00000143171 ENSG00000015475 ENSG00000107562 ENSG00000164161 ENSG00000164690 ENSG00000125845 ENSG00000113558 ENSG00000145604 ENSG00000117394 ENSG00000125378 ENSG00000128602 ENSG00000115904 ENSG00000100485 ENSG00000185591 ENSG00000066336 ENSG00000157764 ENSG00000139618 ENSG00000115415 ENSG00000170581 ENSG00000168610 ENSG00000138378 ENSG00000126561 ENSG00000173757 ENSG00000166888 ENSG00000101109 ENSG00000154582 ENSG00000103363 ENSG00000081059 ENSG00000148737 ENSG00000164362 ENSG00000163235 ENSG00000105329 ENSG00000092969 ENSG00000119699 ENSG00000106799 ENSG00000163513 ENSG00000141510 ENSG00000143549 ENSG00000047410 ENSG00000166598 ENSG00000056558 ENSG00000127191 ENSG00000131323 ENSG00000082512 ENSG00000175104 ENSG00000198431 ENSG00000112715 ENSG00000173511 ENSG00000150630 ENSG00000134086 ENSG00000125084 ENSG00000105989 ENSG00000114251 ENSG00000115596 ENSG00000154764 ENSG00000188064 ENSG00000061492 ENSG00000075290 ENSG00000169884 ENSG00000085741 ENSG00000134245 ENSG00000143816 ENSG00000109906 ENSG00000116809 ENSG00000125618 ENSG00000121966 ENSG00000163251 ENSG00000101197 ENSG00000104290 ENSG00000198668 ENSG00000108091 ENSG00000266412 ENSG00000135925 ENSG00000143933 ENSG00000118972 ENSG00000160014 ENSG00000178363 ENSG00000111186 ENSG00000070808 ENSG00000058404 ENSG00000145349 ENSG00000148660 ENSG00000124151 ENSG00000103126 ENSG00000168646 ENSG00000157240 ENSG00000174804 ENSG00000164930 ENSG00000155760 ENSG00000177283 ENSG00000188763 ENSG00000152284 ENSG00000266094 ENSG00000164305 ENSG00000165806 ENSG00000064012 ENSG00000132906 ENSG00000108094 ENSG00000055130 ENSG00000117461 ENSG00000269335 ENSG00000159216 ENSG00000079102 ENSG00000117425 ENSG00000084676 ENSG00000110395 ENSG00000168040 ENSG00000156427 ENSG00000158815 ENSG00000196468 ENSG00000145386 ENSG00000133101 ENSG00000118971 ENSG00000112576 ENSG00000154342 ENSG00000105173 ENSG00000127533 ENSG00000175305 ENSG00000076928 ENSG00000064547 ENSG00000129007 ENSG00000100784 ENSG00000167414 ENSG00000148834 ENSG00000134318 ENSG00000076604 ENSG00000079999 ENSG00000132694 ENSG00000172379 ENSG00000162344 ENSG00000100387 ENSG00000070831"
